"transaction_code","trxn_subtype_code","trxn_status","trxn_type_flag","collection_bank_code","trxn_table","transaction_mode","transaction_type","transaction_group","sales","aum"
"P14ST","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P14ST","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P14ST","N","N","AP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P14ST","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P14ST","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P14ST","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P14ST","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P14SY","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P14SY","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P14SY","S","N","APS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P14SY","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P14SY","S","N","APS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P14SY","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P14SY","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","E","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","E","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","E","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","E","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","E","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","N","AP","BSEDP-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","N","AP","NSEDP-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AN","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","M","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","APS","BSEDP-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","APS","NSEDP-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15AS","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","N","AP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","N","AP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","N","NFOAP",,"CAMS","NFO","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15ST","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","APS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","APS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","R","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P15SY","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","APS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","APS","BSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","M","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","AP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS","NSEDPRIA-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","APS","NSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FPS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FPS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FPS","BSEDPRIA-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FPS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","N","FPS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","APS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","APS","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","APS","NSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","FPS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","FPS","BSEDPRIA-B","CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16AS","S","R","FPS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","M","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","AP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","AP","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","AP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","AP","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","FP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","R","AP","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","R","AP","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16ST","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","APS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","APS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","APS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","R","APS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","R","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P16SY","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","APS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","APS","BSEDP-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","M","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS","NSEDPRIA-B","CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","APS","NSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","FPS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","FPS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","N","FPS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","APS","BSEDP-B","CAMS_REVERSAL","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","APS","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","APS",,"CAMS_REVERSAL","NSEDP-B","ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","APS","NSEDP-B","CAMS_REVERSAL","NSEDP-B","PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","APS","NSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","FPS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17AS","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","N","AP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","N","AP","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","N","FP","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17ST","N","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P17SY","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P18AS","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P18AS","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P18AS","S","M","APS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
