"transaction_code","trxn_subtype_code","trxn_status","trxn_type_flag","collection_bank_code","trxn_table","transaction_mode","transaction_type","transaction_group","sales","aum"
"SI4SY","N","R",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","N","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","M",,,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","N",,,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","N",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","R",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI4SY","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI4TM","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI4TM","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI4TM","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI4TM","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5DY","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5DY","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5DY","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5DY","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5FRN","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5IF","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5IF","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5IF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5IF","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5IF","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5NL","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5NL","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5NL","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5NL","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5NL","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5NL","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5NL","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5NL","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5RSF","E","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","E","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","E","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","E","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5RSF","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5RSF","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5RSF","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5RSF","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SNL","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5SNL","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SRSF","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SRSF","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SRSF","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SRSF","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","A","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","A","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","N","M",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5SY","N","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","N","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","N","N",,,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","N","N",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","N","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","N","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5SY","N","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","M",,,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","M",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","N",,,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","N",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","R",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5SY","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI5TM","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5TM","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5TM","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI5TM","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6DYN","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6DYN","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6DYN","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6DYN","S","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6DYN","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6DYS","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6DYS","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6DYS","S","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6IF","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6IF","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6IF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6IF","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6IF","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6IF","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6IF","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6RSF","E","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","E","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","E","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","E","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6RSF","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6RSF","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6RSF","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6RSF","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SRSF","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SRSF","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SRSF","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SRSF","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","N","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","N","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","N","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","N","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6SY","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI6TM","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6TM","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6TM","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6TM","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6TM","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI6TM","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7DYN","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7IF","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7IF","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI7LMN","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7SY","N","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SY","N","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SY","N","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SY","N","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SY","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SY","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SY","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SY","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SYA","N","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI7SYA","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI7TM","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7TM","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7TM","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7TM","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7TM","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7TM","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7TM","S","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7TM","S","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI7TM","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI7TM","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI7TM","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8AS","N","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8B1","N","M",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8B1","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8B1","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8B1","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8B1","N","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8B1","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8B1","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8B1","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8B1","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8DYN","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8DYN","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8DYN","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8DYN","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8DYN","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8DYN","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8DYN","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8DYN","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8DYN","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8DYS","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI8SY","N","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SY","N","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SY","N","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SY","N","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SY","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SY","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SY","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SY","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SY","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SYA","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SYA","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SYA","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI8SYA","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI9DYN","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI9DYN","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI9DYN","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI9DYN","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI9DYN","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SI9DYN","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI9DYN","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI9DYN","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SI9DYN","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI9DYN","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SI9DYS","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAB","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAB","N","N",,,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAB","N","N",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAB","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAB","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAB","N","R",,,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAB","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","E","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","E","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","E","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","N","N","NFOSI",,"CAMS","NFO","SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","S","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","S","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","S","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN","S","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","S","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","S","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","S","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN2","S","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","S","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","S","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","S","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN3","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN4","E","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN4","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN4","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN4","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN4","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN4","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN4","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN4","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN4","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN4","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN4","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN4","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN5","E","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN5","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN5","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN5","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN5","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN5","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN5","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN5","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN5","S","M","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN5","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN5","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN5","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN6","E","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN6","N","M","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN6","N","M","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN6","N","N","SI",,"CAMS",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN6","N","N","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN6","N","R","SI",,"CAMS_REVERSAL",,"SWITCH IN","SWITCH IN","GROSS SALES","1"
"SIAN6","S","M","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN6","S","N","SI",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN6","S","N","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"SIAN6","S","R","SI",,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
